Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date_last_updated_AEDT,Remaining,lat,lon
Hubei,China,03/27/2020 06:10,67801,3174,61731,2020-03-27 22:10:00,2896,31.1517252,112.8783222
Beijing,China,03/27/2020 06:10,569,8,406,2020-03-27 22:10:00,155,39.906217,116.3912757
Guangdong,China,03/27/2020 06:10,1456,8,1337,2020-03-27 22:10:00,111,23.1357694,113.1982688
Gansu,China,03/27/2020 06:10,136,2,123,2020-03-27 22:10:00,11,38.0000001,101.9999999
Shanghai,China,03/27/2020 06:10,468,5,334,2020-03-27 22:10:00,129,31.2252985,121.4890497
Sichuan,China,03/27/2020 06:10,548,3,536,2020-03-27 22:10:00,9,30.5000001,102.4999999
Heilongjiang,China,03/27/2020 06:10,484,13,469,2020-03-27 22:10:00,2,48.00000470000001,127.999992
Zhejiang,China,03/27/2020 06:10,1247,1,1222,2020-03-27 22:10:00,24,29.0000001,119.9999999
Shandong,China,03/27/2020 06:10,771,7,752,2020-03-27 22:10:00,12,36.0000001,118.9999999
Shaanxi,China,03/27/2020 06:10,253,3,242,2020-03-27 22:10:00,8,36.0,109.0
Guangxi,China,03/27/2020 06:10,254,2,250,2020-03-27 22:10:00,2,24.0,109.0
Hebei,China,03/27/2020 06:10,319,6,310,2020-03-27 22:10:00,3,39.0000001,116.0
Hainan,China,03/27/2020 06:10,168,6,162,2020-03-27 22:10:00,0,19.2000001,109.5999999
Henan,China,03/27/2020 06:10,1275,22,1250,2020-03-27 22:10:00,3,34.0000001,113.9999999
Jiangsu,China,03/27/2020 06:10,641,0,631,2020-03-27 22:10:00,10,33.0000001,119.9999999
Chongqing,China,03/27/2020 06:10,578,6,570,2020-03-27 22:10:00,2,29.5585712,106.5492822
Guizhou,China,03/27/2020 06:10,146,2,144,2020-03-27 22:10:00,0,27.0,107.0
Tianjin,China,03/27/2020 06:10,152,3,133,2020-03-27 22:10:00,16,39.1235635,117.1980785
Jilin,China,03/27/2020 06:10,95,1,92,2020-03-27 22:10:00,2,42.9995032,125.9816054
Hunan,China,03/27/2020 06:10,1018,4,1014,2020-03-27 22:10:00,0,27.6662087,111.7487063
Anhui,China,03/27/2020 06:10,990,6,984,2020-03-27 22:10:00,0,32.0,117.0
Jiangxi,China,03/27/2020 06:10,936,1,934,2020-03-27 22:10:00,1,28.0,116.0
Fujian,China,03/27/2020 06:10,331,1,295,2020-03-27 22:10:00,35,26.5450001,117.842778
Yunnan,China,03/27/2020 06:10,180,2,172,2020-03-27 22:10:00,6,25.0,102.0
Shanxi,China,03/27/2020 06:10,135,0,133,2020-03-27 22:10:00,2,37.0,112.0
Liaoning,China,03/27/2020 06:10,128,2,124,2020-03-27 22:10:00,2,40.9739116,122.3263915
Xinjiang,China,03/27/2020 06:10,76,3,73,2020-03-27 22:10:00,0,41.7574769,87.1673842
Ningxia,China,03/27/2020 06:10,75,0,75,2020-03-27 22:10:00,0,37.3095528,105.9608553
Inner Mongolia,China,03/27/2020 06:10,92,1,74,2020-03-27 22:10:00,17,43.2443242,114.3251664
Qinghai,China,03/27/2020 06:10,18,0,18,2020-03-27 22:10:00,0,35.40709520000001,95.9521157
Tibet,China,03/27/2020 06:10,1,0,1,2020-03-27 22:10:00,0,31.8943432,87.07813709999998
New South Wales,Australia,03/27/2020 06:10,1405,6,4,2020-03-27 22:10:00,1395,-33.8548157,151.2164539
Queensland,Australia,03/27/2020 06:10,555,2,9,2020-03-27 22:10:00,544,-27.4689682,153.02349909999995
Victoria,Australia,03/27/2020 06:10,574,3,149,2020-03-27 22:10:00,422,-37.814217600000006,144.9631608
South Australia,Australia,03/27/2020 06:10,257,0,6,2020-03-27 22:10:00,251,-34.9281805,138.5999312
Western Australia,Australia,03/27/2020 06:10,255,1,23,2020-03-27 22:10:00,231,-31.952712100000007,115.8604796
Tasmania,Australia,03/27/2020 06:10,58,0,3,2020-03-27 22:10:00,55,-42.8825088,147.3281233
Australian Capital Territory,Australia,03/27/2020 06:10,62,0,1,2020-03-27 22:10:00,61,-35.488350200000006,149.00269419999995
Northern Territory,Australia,03/27/2020 06:10,12,0,0,2020-03-27 22:10:00,12,-12.46044,130.8410469
,Artania Cruise,03/27/2020 06:10,7,0,0,2020-03-27 22:10:00,7,-32.065715000000004,115.677863
New York,US,03/27/2020 06:10,39140,461,0,2020-03-27 22:10:00,38679,40.7127281,-74.0060152
New Jersey,US,03/27/2020 06:10,6876,81,1,2020-03-27 22:10:00,6794,40.0757384,-74.4041622
