Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical,Date_last_updated_AEDT,Remaining,Population,Continent,World,lat,lon
Hubei,China,04/22/2020 07:00,68128,4512,63519,0,0,2020-04-22 22:00:00,97,58500000.0,Asia,Worldwide,31.151725199999998,112.87832220000001
Heilongjiang,China,04/22/2020 07:00,921,13,479,0,0,2020-04-22 22:00:00,429,38310000.0,Asia,Worldwide,48.000004700000005,127.99999199999999
Shanghai,China,04/22/2020 07:00,639,7,532,0,0,2020-04-22 22:00:00,100,24280000.0,Asia,Worldwide,31.225298499999997,121.4890497
Beijing,China,04/22/2020 07:00,593,8,518,0,0,2020-04-22 22:00:00,67,21540000.0,Asia,Worldwide,39.906217,116.3912757
Guangdong,China,04/22/2020 07:00,1582,8,1511,0,0,2020-04-22 22:00:00,63,113460000.0,Asia,Worldwide,23.135769399999997,113.19826880000001
Inner Mongolia,China,04/22/2020 07:00,194,1,108,0,0,2020-04-22 22:00:00,85,24710000.0,Asia,Worldwide,43.2443242,114.32516640000001
Fujian,China,04/22/2020 07:00,355,1,342,0,0,2020-04-22 22:00:00,12,38560000.0,Asia,Worldwide,26.5450001,117.84277800000001
Shanxi,China,04/22/2020 07:00,197,0,140,0,0,2020-04-22 22:00:00,57,36500000.0,Asia,Worldwide,37.0,112.0
Zhejiang,China,04/22/2020 07:00,1268,1,1252,0,0,2020-04-22 22:00:00,15,57370000.0,Asia,Worldwide,29.000000099999998,119.9999999
Tianjin,China,04/22/2020 07:00,189,3,176,0,0,2020-04-22 22:00:00,10,15621200.0,Asia,Worldwide,39.1235635,117.1980785
Shandong,China,04/22/2020 07:00,787,7,766,0,0,2020-04-22 22:00:00,14,100472400.0,Asia,Worldwide,36.0000001,118.9999999
Jiangsu,China,04/22/2020 07:00,653,0,645,0,0,2020-04-22 22:00:00,8,80400000.0,Asia,Worldwide,33.0000001,119.9999999
Sichuan,China,04/22/2020 07:00,561,3,556,0,0,2020-04-22 22:00:00,2,81100000.0,Asia,Worldwide,30.500000099999998,102.4999999
Liaoning,China,04/22/2020 07:00,146,2,143,0,0,2020-04-22 22:00:00,1,43900000.0,Asia,Worldwide,40.9739116,122.3263915
Yunnan,China,04/22/2020 07:00,184,2,178,0,0,2020-04-22 22:00:00,4,45970000.0,Asia,Worldwide,25.0,102.0
