Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date_last_updated_AEDT,lat,lon
Hubei,China,02/28/2020 20:00,66337,2727,28895,2020-02-29 12:00:00,31.1517252,112.8783222
Guangdong,China,02/28/2020 20:00,1348,7,935,2020-02-29 12:00:00,23.1357694,113.1982688
Zhejiang,China,02/28/2020 20:00,1205,1,975,2020-02-29 12:00:00,29.0000001,119.9999999
Shandong,China,02/28/2020 20:00,756,6,405,2020-02-29 12:00:00,36.0000001,118.9999999
Henan,China,02/28/2020 20:00,1272,21,1161,2020-02-29 12:00:00,34.0000001,113.9999999
Anhui,China,02/28/2020 20:00,990,6,868,2020-02-29 12:00:00,32.0,117.0
Jiangxi,China,02/28/2020 20:00,935,1,790,2020-02-29 12:00:00,28.0,116.0
Hunan,China,02/28/2020 20:00,1018,4,841,2020-02-29 12:00:00,27.6662087,111.7487063
Heilongjiang,China,02/28/2020 20:00,480,13,283,2020-02-29 12:00:00,48.0000047,127.999992
Sichuan,China,02/28/2020 20:00,538,3,338,2020-02-29 12:00:00,30.5000001,102.4999999
Chongqing,China,02/28/2020 20:00,576,6,422,2020-02-29 12:00:00,29.5585712,106.5492822
Jiangsu,China,02/28/2020 20:00,631,0,515,2020-02-29 12:00:00,33.0000001,119.9999999
Beijing,China,02/28/2020 20:00,410,8,257,2020-02-29 12:00:00,39.906217,116.3912757
Guangxi,China,02/28/2020 20:00,252,2,168,2020-02-29 12:00:00,24.0,109.0
Fujian,China,02/28/2020 20:00,296,1,235,2020-02-29 12:00:00,26.5450001,117.842778
Shanghai,China,02/28/2020 20:00,337,3,279,2020-02-29 12:00:00,31.2252985,121.4890497
Hebei,China,02/28/2020 20:00,318,6,277,2020-02-29 12:00:00,39.0000001,116.0
Shaanxi,China,02/28/2020 20:00,245,1,199,2020-02-29 12:00:00,36.0,109.0
Yunnan,China,02/28/2020 20:00,174,2,156,2020-02-29 12:00:00,25.0,102.0
Tianjin,China,02/28/2020 20:00,136,3,102,2020-02-29 12:00:00,39.1235635,117.1980785
Hainan,China,02/28/2020 20:00,168,5,136,2020-02-29 12:00:00,19.2000001,109.5999999
Guizhou,China,02/28/2020 20:00,146,2,112,2020-02-29 12:00:00,27.0,107.0
