Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date_last_updated_AEDT,Remaining,Population,lat,lon
Hubei,China,04/12/2020 07:00,67803,3219,64281,2020-04-12 22:00:00,303,58500000,31.1517252,112.8783222
Heilongjiang,China,04/12/2020 07:00,684,13,470,2020-04-12 22:00:00,201,38310000,48.00000470000001,127.999992
Shanghai,China,04/12/2020 07:00,607,7,446,2020-04-12 22:00:00,154,24280000,31.2252985,121.4890497
Beijing,China,04/12/2020 07:00,589,8,479,2020-04-12 22:00:00,102,21540000,39.906217,116.3912757
Guangdong,China,04/12/2020 07:00,1552,8,1443,2020-04-12 22:00:00,101,113460000,23.1357694,113.1982688
Inner Mongolia,China,04/12/2020 07:00,155,1,83,2020-04-12 22:00:00,71,24710000,43.2443242,114.3251664
Fujian,China,04/12/2020 07:00,352,1,321,2020-04-12 22:00:00,30,38560000,26.5450001,117.842778
Shanxi,China,04/12/2020 07:00,172,0,135,2020-04-12 22:00:00,37,36500000,37.0,112.0
Zhejiang,China,04/12/2020 07:00,1267,1,1238,2020-04-12 22:00:00,28,57370000,29.0000001,119.9999999
Tianjin,China,04/12/2020 07:00,183,3,161,2020-04-12 22:00:00,19,15621200,39.1235635,117.1980785
Shandong,China,04/12/2020 07:00,784,7,757,2020-04-12 22:00:00,20,100472400,36.0000001,118.9999999
Jiangsu,China,04/12/2020 07:00,653,0,638,2020-04-12 22:00:00,15,80400000,33.0000001,119.9999999
Sichuan,China,04/12/2020 07:00,560,3,547,2020-04-12 22:00:00,10,81100000,30.5000001,102.4999999
Liaoning,China,04/12/2020 07:00,145,2,136,2020-04-12 22:00:00,7,43900000,40.9739116,122.3263915
Yunnan,China,04/12/2020 07:00,184,2,174,2020-04-12 22:00:00,8,45970000,25.0,102.0
Hebei,China,04/12/2020 07:00,327,6,313,2020-04-12 22:00:00,8,74700000,39.0000001,116.0
Shaanxi,China,04/12/2020 07:00,256,3,248,2020-04-12 22:00:00,5,37330000,36.0,109.0
Jilin,China,04/12/2020 07:00,99,1,96,2020-04-12 22:00:00,2,27460000,42.9995032,125.9816054
Chongqing,China,04/12/2020 07:00,579,6,570,2020-04-12 22:00:00,3,30480000,29.5585712,106.5492822
Henan,China,04/12/2020 07:00,1276,22,1253,2020-04-12 22:00:00,1,95590000,34.0000001,113.9999999
Gansu,China,04/12/2020 07:00,139,2,135,2020-04-12 22:00:00,2,25580000,38.0000001,101.9999999
Hunan,China,04/12/2020 07:00,1019,4,1014,2020-04-12 22:00:00,1,67370000,27.6662087,111.7487063
Anhui,China,04/12/2020 07:00,991,6,984,2020-04-12 22:00:00,1,62000000,32.0,117.0
Jiangxi,China,04/12/2020 07:00,937,1,936,2020-04-12 22:00:00,0,45200000,28.0,116.0
Guizhou,China,04/12/2020 07:00,147,2,144,2020-04-12 22:00:00,1,34750000,27.0,107.0
Guangxi,China,04/12/2020 07:00,254,2,252,2020-04-12 22:00:00,0,48380000,24.0,109.0
Hainan,China,04/12/2020 07:00,168,6,162,2020-04-12 22:00:00,0,9258000,19.2000001,109.5999999
Xinjiang,China,04/12/2020 07:00,76,3,73,2020-04-12 22:00:00,0,21810000,41.7574769,87.1673842
Ningxia,China,04/12/2020 07:00,75,0,75,2020-04-12 22:00:00,0,6301000,37.3095528,105.9608553
Qinghai,China,04/12/2020 07:00,18,0,18,2020-04-12 22:00:00,0,5627000,35.40709520000001,95.9521157
Tibet,China,04/12/2020 07:00,1,0,1,2020-04-12 22:00:00,0,3180000,31.8943432,87.07813709999998
New South Wales,Australia,04/12/2020 07:00,2854,23,1420,2020-04-12 22:00:00,1411,7544000,-33.8548157,151.2164539
Queensland,Australia,04/12/2020 07:00,983,5,368,2020-04-12 22:00:00,610,5071000,-27.4689682,153.02349909999995
Victoria,Australia,04/12/2020 07:00,1268,14,1015,2020-04-12 22:00:00,239,6359000,-37.814217600000006,144.9631608
South Australia,Australia,04/12/2020 07:00,429,4,179,2020-04-12 22:00:00,246,1677000,-34.9281805,138.5999312
Western Australia,Australia,04/12/2020 07:00,517,6,239,2020-04-12 22:00:00,272,2589000,-31.95271210000001,115.8604796
Tasmania,Australia,04/12/2020 07:00,133,4,48,2020-04-12 22:00:00,81,515000,-42.8825088,147.3281233
Australian Capital Territory,Australia,04/12/2020 07:00,102,2,67,2020-04-12 22:00:00,33,412576,-35.488350200000006,149.00269419999995
Northern Territory,Australia,04/12/2020 07:00,28,0,2,2020-04-12 22:00:00,26,211945,-12.46044,130.8410469
,Artania Cruise,04/12/2020 07:00,41,2,0,2020-04-12 22:00:00,39,1300,-32.065715000000004,115.677863
New York,US,04/12/2020 07:00,181825,8650,17089,2020-04-12 22:00:00,156086,19542200,40.7127281,-74.0060152
New Jersey,US,04/12/2020 07:00,58151,2183,355,2020-04-12 22:00:00,55613,8909000,40.0757384,-74.4041622
Michigan,US,04/12/2020 07:00,23993,1392,443,2020-04-12 22:00:00,22158,9996000,43.6211955,-84.6824346
Massachusetts,US,04/12/2020 07:00,22860,686,729,2020-04-12 22:00:00,21445,6902000,42.3788774,-72.03236600000002
California,US,04/12/2020 07:00,22416,634,942,2020-04-12 22:00:00,20840,39560000,36.7014631,-118.7559974
Pennsylvania,US,04/12/2020 07:00,21942,530,179,2020-04-12 22:00:00,21233,12810000,40.9699889,-77.72788309999999
Louisiana,US,04/12/2020 07:00,20014,806,0,2020-04-12 22:00:00,19208,4660000,30.8703881,-92.007126
Illinois,US,04/12/2020 07:00,19180,677,216,2020-04-12 22:00:00,18287,12740000,40.0796606,-89.4337288
Florida,US,04/12/2020 07:00,18986,446,0,2020-04-12 22:00:00,18540,21300000,27.7567667,-81.4639835
Texas,US,04/12/2020 07:00,13354,273,1888,2020-04-12 22:00:00,11193,28700000,31.8160381,-99.5120986
Georgia,US,04/12/2020 07:00,12261,433,340,2020-04-12 22:00:00,11488,10520000,32.329380900000004,-83.1137366
Connecticut,US,04/12/2020 07:00,11510,494,34,2020-04-12 22:00:00,10982,3573000,41.6500201,-72.7342163
WA,US,04/12/2020 07:00,10416,496,1287,2020-04-12 22:00:00,8633,7536000,47.2868352,-120.2126139
Maryland,US,04/12/2020 07:00,7694,206,288,2020-04-12 22:00:00,7200,6043000,39.5162234,-76.9382069
Indiana,US,04/12/2020 07:00,7435,330,58,2020-04-12 22:00:00,7047,6692000,40.3270127,-86.1746933
