Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City,Date_last_updated_AEDT,lat,lon
Taiwan,Taiwan,02/25/2020 22:00,31,1,5,,2020-02-26 14:00:00,23.9739374,120.9820179
Gansu,China,02/25/2020 22:00,91,2,80,,2020-02-26 14:00:00,38.0000001,101.9999999
Macau,Macau,02/25/2020 22:00,10,0,7,,2020-02-26 14:00:00,22.1757605,113.5514142
Qinghai,China,02/25/2020 22:00,18,0,18,,2020-02-26 14:00:00,35.4070952,95.9521157
Tibet,China,02/25/2020 22:00,1,0,1,,2020-02-26 14:00:00,31.8943432,87.0781371
,South Korea,02/25/2020 22:00,1146,12,22,,2020-02-26 14:00:00,35.8713,128.6018
Yokohama,Japan,02/25/2020 22:00,691,4,10,,2020-02-26 14:00:00,35.444991,139.636768
,Italy,02/25/2020 22:00,323,11,2,,2020-02-26 14:00:00,45.6209,9.768893
,Japan,02/25/2020 22:00,161,1,23,,2020-02-26 14:00:00,36.5748441,139.2394179
,Iran,02/25/2020 22:00,95,16,3,,2020-02-26 14:00:00,32.6475314,54.5643516
,Singapore,02/25/2020 22:00,91,0,58,,2020-02-26 14:00:00,1.340863,103.8303918
,Thailand,02/25/2020 22:00,37,0,22,,2020-02-26 14:00:00,14.8971921,100.83273
,Bahrain,02/25/2020 22:00,23,0,0,,2020-02-26 14:00:00,26.1551249,50.5344606
,Malaysia,02/25/2020 22:00,22,0,20,,2020-02-26 14:00:00,4.5693754,102.2656823
,Germany,02/25/2020 22:00,18,0,15,,2020-02-26 14:00:00,51.0834196,10.4234469
,Vietnam,02/25/2020 22:00,16,0,16,,2020-02-26 14:00:00,13.2904027,108.4265113
,France,02/25/2020 22:00,14,1,11,,2020-02-26 14:00:00,46.603354,1.8883335
,United Arab Emirates,02/25/2020 22:00,13,0,3,,2020-02-26 14:00:00,24.0002488,53.9994829
,UK,02/25/2020 22:00,13,0,8,,2020-02-26 14:00:00,54.7023545,-3.2765753
,Kuwait,02/25/2020 22:00,11,0,0,,2020-02-26 14:00:00,29.2733964,47.4979476
,Spain,02/25/2020 22:00,9,0,2,,2020-02-26 14:00:00,39.3262345,-4.8380649
,Iraq,02/25/2020 22:00,5,0,0,,2020-02-26 14:00:00,33.0955793,44.1749775
,Oman,02/25/2020 22:00,4,0,0,,2020-02-26 14:00:00,21.0000287,57.0036901
,Philippines,02/25/2020 22:00,3,1,2,,2020-02-26 14:00:00,12.7503486,122.7312101
,India,02/25/2020 22:00,3,0,3,,2020-02-26 14:00:00,22.3511148,78.6677428
,Russia,02/25/2020 22:00,2,0,2,,2020-02-26 14:00:00,64.6863136,97.7453061
,Austria,02/25/2020 22:00,2,0,0,,2020-02-26 14:00:00,47.2000338,13.199959
,Israel,02/25/2020 22:00,2,0,0,,2020-02-26 14:00:00,31.5313113,34.8667654
,Afghanistan,02/25/2020 22:00,1,0,0,,2020-02-26 14:00:00,33.7680065,66.2385139
,Algeria,02/25/2020 22:00,1,0,0,,2020-02-26 14:00:00,28.0000272,2.9999825
Brussels,Belgium,02/25/2020 22:00,1,0,1,,2020-02-26 14:00:00,50.8436709,4.3674367
,Cambodia,02/25/2020 22:00,1,0,1,,2020-02-26 14:00:00,13.5066394,104.869423
,Croatia,02/25/2020 22:00,1,0,0,,2020-02-26 14:00:00,45.5643442,17.0118954
,Egypt,02/25/2020 22:00,1,0,1,,2020-02-26 14:00:00,26.2540493,29.2675469
,Finland,02/25/2020 22:00,1,0,1,,2020-02-26 14:00:00,63.2467777,25.9209164
,Lebanon,02/25/2020 22:00,1,0,0,,2020-02-26 14:00:00,33.8750629,35.843409
,Nepal,02/25/2020 22:00,1,0,1,,2020-02-26 14:00:00,28.1083929,84.0917139
,Sri Lanka,02/25/2020 22:00,1,0,1,,2020-02-26 14:00:00,7.5554942,80.7137847
,Sweden,02/25/2020 22:00,1,0,0,,2020-02-26 14:00:00,59.6749712,14.5208584
,Switzerland,02/25/2020 22:00,1,0,0,,2020-02-26 14:00:00,46.7985624,8.2319736
British Columbia,Canada,02/25/2020 22:00,6,0,0,,2020-02-26 14:00:00,55.001251,-125.002441
Ontario,Canada,02/25/2020 22:00,5,0,3,,2020-02-26 14:00:00,50.000678,-86.000977
Massachusetts,US,02/25/2020 22:00,1,0,0,Boston,2020-02-26 14:00:00,42.3788774,-72.032366
Illinois,US,02/25/2020 22:00,2,0,2,Chicago,2020-02-26 14:00:00,40.0796606,-89.4337288
Wisconsin,US,02/25/2020 22:00,1,0,0,Madison,2020-02-26 14:00:00,44.4308975,-89.6884637
WA,US,02/25/2020 22:00,1,0,1,Seattle,2020-02-26 14:00:00,47.2868352,-120.2126139
California,US,02/25/2020 22:00,10,0,2,"Sacramento, San Diego, San Benito, Los Angeles, Orange, Santa Clara, Humboldt",2020-02-26 14:00:00,36.7014631,-118.7559974
Arizona,US,02/25/2020 22:00,1,0,0,Tempe,2020-02-26 14:00:00,34.395342,-111.7632755
Texas,US,02/25/2020 22:00,1,0,0,San Antonio,2020-02-26 14:00:00,31.8160381,-99.5120986
Nebraska,US,02/25/2020 22:00,40,0,0,,2020-02-26 14:00:00,41.7370229,-99.5873816
Melbourne,Australia,02/25/2020 22:00,7,0,4,,2020-02-26 14:00:00,-37.8142176,144.9631608
Sydney,Australia,02/25/2020 22:00,4,0,4,,2020-02-26 14:00:00,-33.8548157,151.2164539
Brisbane,Australia,02/25/2020 22:00,8,0,5,,2020-02-26 14:00:00,-27.4689682,153.0234991
Perth,Australia,02/25/2020 22:00,1,0,0,,2020-02-26 14:00:00,-31.9527121,115.8604796
Adelaide,Australia,02/25/2020 22:00,3,0,2,,2020-02-26 14:00:00,-34.9281805,138.5999312
