Province/State,Country/Region,Confirmed,Recovered,Tests,Critical,Remaining,Deaths,Date_last_updated_AEDT,Population,Continent,World,lat,lon
Acre,Brazil,10003,,,,,271,2020-06-17,881935,South America,Worldwide,-9.0478679,-70.52649759999998
Amapá,Brazil,18024,,,,,337,2020-06-17,845731,South America,Worldwide,1.3545441999999999,-51.9161977
Amazonas,Brazil,58018,,,,,2549,2020-06-17,4144597,South America,Worldwide,-4.479925,-63.518539600000004
Pará,Brazil,74192,,,,,4350,2020-06-17,8602865,South America,Worldwide,-4.7493932999999995,-52.89730060000001
Rondônia,Brazil,13010,,,,,346,2020-06-17,1777225,South America,Worldwide,-10.943145,-62.8277863
Roraima,Brazil,6935,,,,,216,2020-06-17,605761,South America,Worldwide,2.135138,-61.3631922
Tocantins,Brazil,7309,,,,,140,2020-06-17,1572866,South America,Worldwide,-10.8855129,-48.3716912
Alagoas,Brazil,23632,,,,,793,2020-06-17,3337357,South America,Worldwide,-9.661166099999999,-36.650242600000006
Bahia,Brazil,39206,,,,,1181,2020-06-17,14873064,South America,Worldwide,-12.285250999999999,-41.9294776
Ceará,Brazil,81289,,,,,5070,2020-06-17,9132078,South America,Worldwide,-5.3264703,-39.715607299999995
Maranhão,Brazil,62711,,,,,1537,2020-06-17,7075181,South America,Worldwide,-5.2085503,-45.3930262
Paraíba,Brazil,30128,,,,,671,2020-06-17,4018127,South America,Worldwide,-7.1219366,-36.724684499999995
Pernambuco,Brazil,46427,,,,,3959,2020-06-17,9557071,South America,Worldwide,-8.4116316,-37.591969899999995
Piauí,Brazil,10881,,,,,393,2020-06-17,3273227,South America,Worldwide,-7.699278200000001,-42.504378700000004
Rio Grande do Norte,Brazil,15212,,,,,585,2020-06-17,3506853,South America,Worldwide,-5.6781175,-36.4781776
Sergipe,Brazil,16310,,,,,364,2020-06-17,2298696,South America,Worldwide,-10.6743911,-37.377351899999994
Federal District,Brazil,25380,,,,,348,2020-06-17,3015268,South America,Worldwide,-15.7754462,-47.7970891
Goiás,Brazil,11762,,,,,249,2020-06-17,7018354,South America,Worldwide,-15.932366199999999,-50.13929279999999
Mato Grosso,Brazil,6390,,,,,226,2020-06-17,3484466,South America,Worldwide,-12.2115009,-55.5716547
Mato Grosso do Sul,Brazil,3785,,,,,36,2020-06-17,2778986,South America,Worldwide,-19.5852564,-54.4794731
Espírito Santo,Brazil,29030,,,,,1132,2020-06-17,4018650,South America,Worldwide,-19.5687682,-40.1721991
Minas Gerais,Brazil,22024,,,,,502,2020-06-17,21168791,South America,Worldwide,-18.526484399999998,-44.158865399999996
Rio de Janeiro,Brazil,83343,,,,,7967,2020-06-17,17264943,South America,Worldwide,-22.911013699999998,-43.2093727
São Paulo,Brazil,190285,,,,,11132,2020-06-17,45919049,South America,Worldwide,-23.5506507,-46.633382399999995
Paraná,Brazil,10557,,,,,364,2020-06-17,11433957,South America,Worldwide,-24.4842187,-51.8148872
Rio Grande do Sul,Brazil,16471,,,,,374,2020-06-17,11286500,South America,Worldwide,-29.8425284,-53.76805770000001
Santa Catarina,Brazil,14402,,,,,212,2020-06-17,6727000,South America,Worldwide,-27.0628367,-51.114965000000005
