Province/State,Country/Region,Confirmed,Recovered,Tests,Critical,Remaining,Deaths,Date_last_updated_AEDT,Population,Continent,World,lat,lon
Acre,Brazil,19625,,,,,531,2020-08-01,881935,South America,Worldwide,-9.0478679,-70.52649759999998
Amapá,Brazil,36468,,,,,565,2020-08-01,845731,South America,Worldwide,1.3545441999999999,-51.9161977
Amazonas,Brazil,100940,,,,,3268,2020-08-01,4144597,South America,Worldwide,-4.479925,-63.518539600000004
Pará,Brazil,156053,,,,,5750,2020-08-01,8602865,South America,Worldwide,-4.7493932999999995,-52.89730060000001
Rondônia,Brazil,38992,,,,,872,2020-08-01,1777225,South America,Worldwide,-10.943145,-62.8277863
Roraima,Brazil,32723,,,,,513,2020-08-01,605761,South America,Worldwide,2.135138,-61.3631922
Tocantins,Brazil,24824,,,,,381,2020-08-01,1572866,South America,Worldwide,-10.8855129,-48.3716912
Alagoas,Brazil,59725,,,,,1567,2020-08-01,3337357,South America,Worldwide,-9.661166099999999,-36.650242600000006
Bahia,Brazil,166154,,,,,3463,2020-08-01,14873064,South America,Worldwide,-12.285250999999999,-41.9294776
Ceará,Brazil,174662,,,,,7692,2020-08-01,9132078,South America,Worldwide,-5.3264703,-39.715607299999995
Maranhão,Brazil,120661,,,,,3013,2020-08-01,7075181,South America,Worldwide,-5.2085503,-45.3930262
Paraíba,Brazil,82794,,,,,1811,2020-08-01,4018127,South America,Worldwide,-7.1219366,-36.724684499999995
Pernambuco,Brazil,95005,,,,,6557,2020-08-01,9557071,South America,Worldwide,-8.4116316,-37.591969899999995
Piauí,Brazil,52458,,,,,1354,2020-08-01,3273227,South America,Worldwide,-7.699278200000001,-42.504378700000004
Rio Grande do Norte,Brazil,50563,,,,,1783,2020-08-01,3506853,South America,Worldwide,-5.6781175,-36.4781776
Sergipe,Brazil,58713,,,,,1434,2020-08-01,2298696,South America,Worldwide,-10.6743911,-37.377351899999994
Federal District,Brazil,106292,,,,,1469,2020-08-01,3015268,South America,Worldwide,-15.7754462,-47.7970891
Goiás,Brazil,69250,,,,,1677,2020-08-01,7018354,South America,Worldwide,-15.932366199999999,-50.13929279999999
Mato Grosso,Brazil,52078,,,,,1842,2020-08-01,3484466,South America,Worldwide,-12.2115009,-55.5716547
Mato Grosso do Sul,Brazil,24936,,,,,376,2020-08-01,2778986,South America,Worldwide,-19.5852564,-54.4794731
Espírito Santo,Brazil,83292,,,,,2545,2020-08-01,4018650,South America,Worldwide,-19.5687682,-40.1721991
Minas Gerais,Brazil,127106,,,,,2769,2020-08-01,21168791,South America,Worldwide,-18.526484399999998,-44.158865399999996
Rio de Janeiro,Brazil,165495,,,,,13477,2020-08-01,17264943,South America,Worldwide,-22.911013699999998,-43.2093727
São Paulo,Brazil,542304,,,,,22997,2020-08-01,45919049,South America,Worldwide,-23.5506507,-46.633382399999995
Paraná,Brazil,76112,,,,,1920,2020-08-01,11433957,South America,Worldwide,-24.4842187,-51.8148872
Rio Grande do Sul,Brazil,66692,,,,,1876,2020-08-01,11286500,South America,Worldwide,-29.8425284,-53.76805770000001
Santa Catarina,Brazil,84073,,,,,1102,2020-08-01,6727000,South America,Worldwide,-27.0628367,-51.114965000000005
