Province/State,Country/Region,Confirmed,Recovered,Tests,Critical,Remaining,Deaths,Date_last_updated_AEDT,Population,Continent,World,lat,lon
Acre,Brazil,279,,,,,11,2020-04-27,881935,South America,Worldwide,-9.0478679,-70.52649759999998
Amapá,Brazil,798,,,,,21,2020-04-27,845731,South America,Worldwide,1.3545441999999999,-51.9161977
Amazonas,Brazil,3833,,,,,304,2020-04-27,4144597,South America,Worldwide,-4.479925,-63.518539600000004
Pará,Brazil,1867,,,,,100,2020-04-27,8602865,South America,Worldwide,-4.7493932999999995,-52.89730060000001
Rondônia,Brazil,364,,,,,10,2020-04-27,1777225,South America,Worldwide,-10.943145,-62.8277863
Roraima,Brazil,401,,,,,4,2020-04-27,605761,South America,Worldwide,2.135138,-61.3631922
Tocantins,Brazil,58,,,,,2,2020-04-27,1572866,South America,Worldwide,-10.8855129,-48.3716912
Alagoas,Brazil,554,,,,,32,2020-04-27,3337357,South America,Worldwide,-9.661166099999999,-36.650242600000006
Bahia,Brazil,2209,,,,,73,2020-04-27,14873064,South America,Worldwide,-12.285250999999999,-41.9294776
Ceará,Brazil,5833,,,,,327,2020-04-27,9132078,South America,Worldwide,-5.3264703,-39.715607299999995
Maranhão,Brazil,2223,,,,,112,2020-04-27,7075181,South America,Worldwide,-5.2085503,-45.3930262
Paraíba,Brazil,499,,,,,49,2020-04-27,4018127,South America,Worldwide,-7.1219366,-36.724684499999995
Pernambuco,Brazil,4898,,,,,415,2020-04-27,9557071,South America,Worldwide,-8.4116316,-37.591969899999995
Piauí,Brazil,331,,,,,18,2020-04-27,3273227,South America,Worldwide,-7.699278200000001,-42.504378700000004
Rio Grande do Norte,Brazil,825,,,,,44,2020-04-27,3506853,South America,Worldwide,-5.6781175,-36.4781776
Sergipe,Brazil,159,,,,,9,2020-04-27,2298696,South America,Worldwide,-10.6743911,-37.377351899999994
Federal District,Brazil,1066,,,,,27,2020-04-27,3015268,South America,Worldwide,-15.7754462,-47.7970891
Goiás,Brazil,573,,,,,25,2020-04-27,7018354,South America,Worldwide,-15.932366199999999,-50.13929279999999
Mato Grosso,Brazil,250,,,,,9,2020-04-27,3484466,South America,Worldwide,-12.2115009,-55.5716547
Mato Grosso do Sul,Brazil,234,,,,,7,2020-04-27,2778986,South America,Worldwide,-19.5852564,-54.4794731
Espírito Santo,Brazil,1703,,,,,51,2020-04-27,4018650,South America,Worldwide,-19.5687682,-40.1721991
Minas Gerais,Brazil,1548,,,,,61,2020-04-27,21168791,South America,Worldwide,-18.526484399999998,-44.158865399999996
Rio de Janeiro,Brazil,7111,,,,,645,2020-04-27,17264943,South America,Worldwide,-22.911013699999998,-43.2093727
São Paulo,Brazil,20715,,,,,1700,2020-04-27,45919049,South America,Worldwide,-23.5506507,-46.633382399999995
Paraná,Brazil,1156,,,,,72,2020-04-27,11433957,South America,Worldwide,-24.4842187,-51.8148872
Rio Grande do Sul,Brazil,1166,,,,,35,2020-04-27,11286500,South America,Worldwide,-29.8425284,-53.76805770000001
Santa Catarina,Brazil,1235,,,,,42,2020-04-27,6727000,South America,Worldwide,-27.0628367,-51.114965000000005
