Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date_last_updated_AEDT,Remaining,lat,lon
Hubei,China,03/22/2020 06:00,67800,3144,59433,2020-03-22 22:00:00,5223,31.1517252,112.8783222
Beijing,China,03/22/2020 06:00,514,8,400,2020-03-22 22:00:00,106,39.906217,116.3912757
Guangdong,China,03/22/2020 06:00,1407,8,1329,2020-03-22 22:00:00,70,23.1357694,113.1982688
Gansu,China,03/22/2020 06:00,134,2,113,2020-03-22 22:00:00,19,38.0000001,101.9999999
Shanghai,China,03/22/2020 06:00,394,4,328,2020-03-22 22:00:00,62,31.2252985,121.4890497
Sichuan,China,03/22/2020 06:00,543,3,536,2020-03-22 22:00:00,4,30.5000001,102.4999999
Heilongjiang,China,03/22/2020 06:00,484,13,466,2020-03-22 22:00:00,5,48.00000470000001,127.999992
Zhejiang,China,03/22/2020 06:00,1237,1,1219,2020-03-22 22:00:00,17,29.0000001,119.9999999
Shandong,China,03/22/2020 06:00,766,7,750,2020-03-22 22:00:00,9,36.0000001,118.9999999
Shaanxi,China,03/22/2020 06:00,248,3,239,2020-03-22 22:00:00,6,36.0,109.0
Guangxi,China,03/22/2020 06:00,254,2,250,2020-03-22 22:00:00,2,24.0,109.0
Hebei,China,03/22/2020 06:00,319,6,310,2020-03-22 22:00:00,3,39.0000001,116.0
Hainan,China,03/22/2020 06:00,168,6,161,2020-03-22 22:00:00,1,19.2000001,109.5999999
Henan,China,03/22/2020 06:00,1273,22,1250,2020-03-22 22:00:00,1,34.0000001,113.9999999
Jiangsu,China,03/22/2020 06:00,633,0,631,2020-03-22 22:00:00,2,33.0000001,119.9999999
Chongqing,China,03/22/2020 06:00,576,6,570,2020-03-22 22:00:00,0,29.5585712,106.5492822
Guizhou,China,03/22/2020 06:00,146,2,144,2020-03-22 22:00:00,0,27.0,107.0
Tianjin,China,03/22/2020 06:00,137,3,133,2020-03-22 22:00:00,1,39.1235635,117.1980785
Jilin,China,03/22/2020 06:00,93,1,92,2020-03-22 22:00:00,0,42.9995032,125.9816054
Hunan,China,03/22/2020 06:00,1018,4,1014,2020-03-22 22:00:00,0,27.6662087,111.7487063
Anhui,China,03/22/2020 06:00,990,6,984,2020-03-22 22:00:00,0,32.0,117.0
Jiangxi,China,03/22/2020 06:00,936,1,934,2020-03-22 22:00:00,1,28.0,116.0
Fujian,China,03/22/2020 06:00,307,1,295,2020-03-22 22:00:00,11,26.5450001,117.842778
Yunnan,China,03/22/2020 06:00,176,2,172,2020-03-22 22:00:00,2,25.0,102.0
Shanxi,China,03/22/2020 06:00,133,0,133,2020-03-22 22:00:00,0,37.0,112.0
Liaoning,China,03/22/2020 06:00,126,2,124,2020-03-22 22:00:00,0,40.9739116,122.3263915
Xinjiang,China,03/22/2020 06:00,76,3,73,2020-03-22 22:00:00,0,41.7574769,87.1673842
Ningxia,China,03/22/2020 06:00,75,0,75,2020-03-22 22:00:00,0,37.3095528,105.9608553
Inner Mongolia,China,03/22/2020 06:00,75,1,74,2020-03-22 22:00:00,0,43.2443242,114.3251664
Qinghai,China,03/22/2020 06:00,18,0,18,2020-03-22 22:00:00,0,35.40709520000001,95.9521157
Tibet,China,03/22/2020 06:00,1,0,1,2020-03-22 22:00:00,0,31.8943432,87.07813709999998
New South Wales,Australia,03/22/2020 06:00,532,5,4,2020-03-22 22:00:00,523,-33.8548157,151.2164539
