Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical,Date_last_updated_AEDT,Remaining,Population,Continent,World,lat,lon
Beijing,China,07/17/2020 07:00,929,9,762,0,0,2020-07-17 22:00:00,158,21540000.0,Asia,Worldwide,39.906217,116.3912757
Shanghai,China,07/17/2020 07:00,733,7,699,0,0,2020-07-17 22:00:00,27,24280000.0,Asia,Worldwide,31.225298499999997,121.4890497
Liaoning,China,07/17/2020 07:00,164,2,151,0,0,2020-07-17 22:00:00,11,43900000.0,Asia,Worldwide,40.9739116,122.3263915
Sichuan,China,07/17/2020 07:00,599,3,591,0,0,2020-07-17 22:00:00,5,81100000.0,Asia,Worldwide,30.500000099999998,102.4999999
Inner Mongolia,China,07/17/2020 07:00,249,1,237,0,0,2020-07-17 22:00:00,11,24710000.0,Asia,Worldwide,43.2443242,114.32516640000001
Guangdong,China,07/17/2020 07:00,1654,8,1636,0,0,2020-07-17 22:00:00,10,113460000.0,Asia,Worldwide,23.135769399999997,113.19826880000001
Tianjin,China,07/17/2020 07:00,203,3,195,0,0,2020-07-17 22:00:00,5,15621200.0,Asia,Worldwide,39.1235635,117.1980785
Hebei,China,07/17/2020 07:00,349,6,340,0,0,2020-07-17 22:00:00,3,74700000.0,Asia,Worldwide,39.0000001,116.0
Shaanxi,China,07/17/2020 07:00,322,3,315,0,0,2020-07-17 22:00:00,4,37330000.0,Asia,Worldwide,36.0,109.0
Shanxi,China,07/17/2020 07:00,201,0,200,0,0,2020-07-17 22:00:00,1,36500000.0,Asia,Worldwide,37.0,112.0
Yunnan,China,07/17/2020 07:00,188,2,183,0,0,2020-07-17 22:00:00,3,45970000.0,Asia,Worldwide,25.0,102.0
Shandong,China,07/17/2020 07:00,794,7,785,0,0,2020-07-17 22:00:00,2,100472400.0,Asia,Worldwide,36.0000001,118.9999999
Jiangsu,China,07/17/2020 07:00,655,0,654,0,0,2020-07-17 22:00:00,1,80400000.0,Asia,Worldwide,33.0000001,119.9999999
Zhejiang,China,07/17/2020 07:00,1270,1,1267,0,0,2020-07-17 22:00:00,2,57370000.0,Asia,Worldwide,29.000000099999998,119.9999999
Chongqing,China,07/17/2020 07:00,583,6,576,0,0,2020-07-17 22:00:00,1,30480000.0,Asia,Worldwide,29.5585712,106.5492822
Fujian,China,07/17/2020 07:00,363,1,361,0,0,2020-07-17 22:00:00,1,38560000.0,Asia,Worldwide,26.5450001,117.84277800000001
